Date,Open,High,Low,Close,Adj Close,Volume
2007-12-03,148.190002,151.500000,146.309998,150.910004,109.452820,757531800
2007-12-10,151.279999,152.889999,147.100006,147.169998,106.740234,1093400500
2007-12-17,146.610001,148.419998,143.960007,148.130005,107.436508,982654100
2007-12-24,148.820007,149.679993,146.899994,147.300003,107.401550,352074300
2007-12-31,147.100006,147.610001,140.910004,141.309998,103.033997,670526600
2008-01-07,141.809998,142.899994,137.699997,140.149994,102.188217,1465959400
2008-01-14,141.160004,141.860001,131.100006,132.059998,96.289536,1535562300
2008-01-21,127.209999,136.759995,126.000000,133.039993,97.004059,1477389900
2008-01-28,133.259995,139.610001,132.059998,139.580002,101.772598,1272366500
2008-02-04,139.210007,139.300003,131.729996,133.070007,97.025993,1181381300
2008-02-11,133.100006,137.059998,132.039993,135.139999,98.535255,996516000
2008-02-18,136.720001,137.009995,132.860001,135.619995,98.885216,771817900
2008-02-25,135.539993,139.139999,132.779999,133.820007,97.572807,994469800
2008-03-03,133.139999,134.770004,128.580002,129.710007,94.576073,1317024300
2008-03-10,129.839996,133.770004,127.589996,129.610001,94.503143,1642477300
2008-03-17,126.570000,134.649994,126.070000,132.080002,96.304077,1331020000
2008-03-24,133.309998,135.809998,131.059998,131.509995,96.363220,1004908100
2008-03-31,131.289993,137.960007,131.089996,136.889999,100.305374,1012481800
2008-04-07,137.869995,138.570007,133.009995,133.380005,97.733421,914734500
2008-04-14,133.190002,139.559998,132.330002,138.479996,101.470421,920376400
2008-04-21,138.229996,139.889999,136.899994,139.600006,102.291130,894231800
2008-04-28,139.880005,142.369995,138.259995,141.509995,103.690643,808385200
2008-05-05,141.050003,142.199997,138.449997,138.899994,101.778168,828021000
2008-05-12,139.250000,142.869995,138.729996,142.660004,104.533325,860072700
2008-05-19,142.809998,144.300003,137.520004,137.639999,100.854904,949138100
2008-05-26,137.800003,140.929993,137.529999,140.350006,102.840660,640900200
2008-06-02,139.830002,140.889999,136.220001,136.289993,99.865723,1321816700
2008-06-09,136.860001,137.500000,133.520004,136.149994,99.763115,1269907600
2008-06-16,135.550003,137.119995,131.220001,131.580002,96.414467,1236913800
2008-06-23,132.089996,133.399994,127.040001,127.529999,93.914291,1321449300
2008-06-30,127.889999,129.160004,124.989998,126.309998,93.015869,1174881700
2008-07-07,126.790001,127.739998,122.489998,123.839996,91.196938,2002730700
2008-07-14,125.260002,126.419998,120.019997,125.980003,92.772865,1839386900
2008-07-21,126.510002,129.149994,124.849998,125.480003,92.404640,1299231100
2008-07-28,125.510002,128.600006,123.419998,126.160004,92.905403,1347509900
2008-08-04,126.040001,129.929993,124.760002,129.369995,95.269302,1156496800
2008-08-11,129.470001,131.509995,127.669998,130.169998,95.858414,1139575900
2008-08-18,130.429993,130.479996,126.339996,129.649994,95.475441,940772100
2008-08-25,128.800003,130.339996,126.580002,128.789993,94.842155,858819800
2008-09-01,130.029999,130.710007,122.000000,124.419998,91.624046,1133857800
2008-09-08,128.039993,128.240005,121.599998,126.089996,92.853836,1713539300
2008-09-15,121.629997,128.000000,113.800003,124.120003,91.403114,2966649400
2008-09-22,124.449997,124.750000,117.790001,120.849998,89.510185,1503425700
2008-09-29,119.139999,119.339996,109.680000,110.339996,81.725761,1947635500
2008-10-06,107.150002,107.620003,83.580002,88.500000,65.549454,3281575900
2008-10-13,93.870003,105.529999,86.540001,93.209999,69.038010,2671940000
2008-10-20,95.349998,99.099998,84.000000,87.040001,64.468056,2374443200
2008-10-27,85.970001,98.570000,83.699997,96.830002,71.719246,2394474300
2008-11-03,96.779999,100.860001,90.059998,93.860001,69.519485,1798169800
2008-11-10,95.209999,95.529999,82.089996,86.620003,64.157005,2468096000
2008-11-17,86.379997,88.559998,74.339996,79.519997,58.898235,3030111200
2008-11-24,81.919998,90.129997,80.360001,90.089996,66.727135,1465860000
2008-12-01,87.510002,88.419998,81.860001,87.930000,65.127274,2275378100
2008-12-08,90.339996,92.379997,85.199997,88.989998,65.912407,1959958100
2008-12-15,89.019997,92.430000,86.290001,88.190002,65.319839,1592338100
2008-12-22,88.580002,88.669998,85.489998,87.160004,65.081024,602214000
2008-12-29,87.239998,93.440002,85.599998,92.959999,69.411819,717605700
2009-01-05,92.629997,94.449997,85.360001,89.089996,66.522087,1444297800
2009-01-12,88.839996,88.910004,81.720001,85.059998,63.512974,2001666900
2009-01-19,84.230003,85.059998,80.050003,83.110001,62.056965,1598956800
2009-01-26,83.589996,87.949997,82.209999,82.830002,61.847881,1599551600
2009-02-02,81.570000,87.339996,77.730003,86.980003,64.946617,1673389500
2009-02-09,86.959999,87.739998,81.050003,82.760002,61.795609,1864031100
2009-02-16,80.160004,82.959999,75.769997,77.419998,57.808292,1635919000
2009-02-23,78.269997,79.669998,73.809998,73.930000,55.202381,2101752900
2009-03-02,72.519997,73.919998,67.099998,68.919998,51.461491,2308986100
2009-03-09,67.949997,76.980003,67.730003,76.089996,56.815231,1889958900
2009-03-16,76.959999,81.000000,75.449997,76.709999,57.278152,1990331000
2009-03-23,78.739998,83.300003,78.309998,81.610001,61.373074,1936336900
2009-03-30,79.800003,84.610001,77.959999,84.260002,63.365959,1826242100
2009-04-06,83.339996,85.820000,81.510002,85.809998,64.531570,1023870700
2009-04-13,84.919998,87.650002,83.610001,87.080002,65.486656,1350024300
2009-04-20,85.540001,87.309998,82.750000,86.660004,65.170822,1360782900
2009-04-27,85.680000,89.019997,84.760002,87.889999,66.095833,1386543700
2009-05-04,88.550003,93.220001,88.379997,92.980003,69.923676,1438907000
2009-05-11,91.699997,92.110001,88.150002,88.709999,66.712524,1331575400
2009-05-18,89.550003,92.800003,88.260002,89.019997,66.945633,1159072100
2009-05-25,88.360001,93.699997,88.320000,92.529999,69.585236,1030070800
2009-06-01,93.669998,95.669998,92.760002,94.550003,71.104332,1236792000
2009-06-08,93.839996,96.110001,93.040001,95.080002,71.502907,1219567000
2009-06-15,93.959999,94.019997,90.830002,92.040001,69.216743,1102335400
2009-06-22,91.139999,92.239998,88.849998,91.839996,69.456490,1098791100
2009-06-29,92.110001,93.230003,89.760002,89.809998,67.921249,782720500
2009-07-06,88.940002,89.930000,87.000000,87.959999,66.522118,956936900
2009-07-13,88.309998,94.510002,87.589996,94.129997,71.188354,989515000
2009-07-20,94.680000,98.139999,94.190002,98.059998,74.160538,990764400
2009-07-27,97.879997,99.830002,96.980003,98.809998,74.727699,973277300
2009-08-03,99.849998,102.029999,99.309998,101.199997,76.535217,951062600
2009-08-10,100.739998,101.610001,99.459999,100.790001,76.225151,883317700
2009-08-17,98.849998,103.129997,98.110001,102.970001,77.873833,1002678100
2009-08-24,103.389999,104.349998,101.940002,103.379997,78.183914,944464800
2009-08-31,102.370003,103.239998,99.570000,102.059998,77.185616,955393600
2009-09-07,103.000000,105.300003,102.389999,104.769997,79.235123,602784100
2009-09-14,103.879997,108.059998,103.150002,106.720001,80.709846,935766000
2009-09-21,105.889999,108.029999,104.089996,104.449997,79.369392,953661900
2009-09-28,104.849998,107.019997,101.989998,102.489998,77.880020,1012992100
2009-10-05,102.900002,107.260002,102.599998,107.260002,81.504669,829880500
2009-10-12,107.760002,109.709999,106.760002,108.889999,82.743256,833088300
2009-10-19,109.070000,110.309998,107.500000,108.080002,82.127724,1044308000
2009-10-26,108.199997,109.309998,103.440002,103.559998,78.693115,1267834600
2009-11-02,104.129997,107.400002,103.080002,107.129997,81.405861,1081551600
2009-11-09,107.949997,110.820000,107.870003,109.620003,83.297966,808969200
2009-11-16,110.379997,111.690002,109.010002,109.430000,83.153564,857473700
2009-11-23,110.720001,111.739998,108.290001,109.570000,83.259964,521996900
2009-11-30,109.480003,112.379997,108.120003,111.010002,84.354172,895036300
2009-12-07,110.910004,111.529999,109.019997,111.110001,84.430199,715769500
2009-12-14,111.870003,112.129997,109.279999,110.209999,83.746307,740889800
2009-12-21,110.760002,112.599998,110.760002,112.480003,85.931374,361207700
2009-12-28,112.900002,113.029999,111.389999,111.440002,85.136833,331857300
2010-01-04,112.370003,114.620003,111.510002,114.570000,87.528069,604092800
2010-01-11,115.080002,115.139999,113.199997,113.639999,86.817581,759533100
2010-01-18,113.620003,115.129997,109.089996,109.209999,83.433167,1046464900
2010-01-25,110.209999,110.470001,107.220001,107.389999,82.042740,1296751500
2010-02-01,108.150002,110.589996,104.580002,106.660004,81.485069,1427225100
2010-02-08,106.739998,108.250000,105.809998,108.040001,82.539337,1330712600
2010-02-15,108.860001,111.570000,107.820000,111.139999,84.907639,744556100
2010-02-22,111.550003,111.580002,108.940002,110.739998,84.602058,949418600
2010-03-01,111.199997,114.339996,111.169998,114.250000,87.283585,771376300
2010-03-08,114.260002,115.970001,113.870003,115.459999,88.207977,778142600
2010-03-15,115.260002,117.480003,114.599998,115.970001,88.597626,916108100
2010-03-22,115.309998,118.169998,115.239998,116.580002,89.430428,992696800
2010-03-29,117.169998,118.250000,116.610001,117.800003,90.366325,602579900
2010-04-05,118.250000,119.599998,117.599998,119.550003,91.708771,692518600
2010-04-12,119.699997,121.570000,118.750000,119.360001,91.562988,908333600
2010-04-19,119.010002,121.860001,118.470001,121.809998,93.442451,861261700
2010-04-26,121.849998,122.120003,118.250000,118.809998,91.141075,1263760600
2010-05-03,119.379997,120.680000,105.000000,111.260002,85.349373,2156989900
2010-05-10,115.809998,117.680000,112.870003,113.889999,87.366867,1529670400
2010-05-17,114.199997,115.220001,105.360001,109.110001,83.700020,2112367000
2010-05-24,108.519997,110.800003,104.379997,109.370003,83.899490,1614851500
2010-05-31,108.349998,111.059998,106.459999,106.820000,81.943367,1143247000
2010-06-07,107.199997,109.750000,104.650002,109.680000,84.137291,1422425500
2010-06-14,110.519997,112.419998,109.400002,111.730003,85.709892,1099031200
2010-06-21,113.120003,113.199997,106.769997,107.870003,83.142517,1214386100
2010-06-28,108.029999,108.320000,101.129997,102.199997,78.772263,1443279800
2010-07-05,103.639999,107.970001,101.879997,107.959999,83.211899,866546700
2010-07-12,107.599998,110.089996,106.449997,106.660004,82.209885,1043767600
2010-07-19,107.050003,110.570000,105.820000,110.410004,85.100250,1206200500
2010-07-26,110.599998,112.290001,108.980003,110.269997,84.992363,992577200
2010-08-02,111.989998,113.110001,110.919998,112.389999,86.626389,873294300
2010-08-09,112.919998,113.180000,107.599998,108.309998,83.481674,1035364700
2010-08-16,107.570000,110.389999,106.750000,107.529999,82.880447,978649500
2010-08-23,108.040001,108.570000,104.290001,106.860001,82.364059,1213491400
2010-08-30,106.580002,110.989998,104.489998,110.889999,85.470238,1066309300
2010-09-06,110.370003,111.680000,109.550003,111.480003,85.924995,566735000
2010-09-13,112.580002,113.290001,111.980003,112.489998,86.703453,952735300
2010-09-20,112.879997,114.900002,112.180000,114.820000,88.973152,1086292800
2010-09-27,114.860001,115.790001,113.180000,114.610001,88.810410,979380500
2010-10-04,114.370003,116.860001,113.180000,116.540001,90.305946,887034000
2010-10-11,116.720001,118.550003,115.650002,117.699997,91.204834,941124800
2010-10-18,117.739998,119.089996,116.019997,118.349998,91.708519,951659200
2010-10-25,119.139999,119.760002,117.260002,118.489998,91.817017,813034100
2010-11-01,119.070000,122.919998,117.849998,122.720001,95.094795,954817000
2010-11-08,122.339996,122.949997,119.650002,120.199997,93.142052,961202500
2010-11-15,120.580002,121.050003,117.589996,120.290001,93.211823,990392500
2010-11-22,119.690002,120.239998,117.989998,118.800003,92.057213,619723900
2010-11-29,118.500000,123.029999,117.739998,122.889999,95.226509,1021112700
2010-12-06,122.629997,124.599998,122.410004,124.480003,96.458626,688927500
2010-12-13,125.050003,125.230003,123.750000,124.300003,96.319122,767995900
2010-12-20,124.639999,125.820000,123.980003,125.599998,97.838348,362982800
2010-12-27,125.129997,126.199997,125.040001,125.750000,97.955185,339304000
2011-01-03,126.709999,127.830002,125.699997,127.139999,99.037926,688663800
2011-01-10,126.580002,129.330002,126.199997,129.300003,100.720497,587344200
2011-01-17,129.179993,129.639999,127.129997,128.369995,99.996056,593568300
2011-01-24,128.289993,130.350006,127.510002,127.720001,99.489731,841489200
2011-01-31,128.070007,131.199997,127.750000,131.149994,102.161560,715288600
2011-02-07,131.440002,133.279999,131.300003,133.110001,103.688385,658367400
2011-02-14,133.029999,134.690002,132.320007,134.529999,104.794502,591262500
2011-02-21,133.119995,134.559998,129.699997,132.330002,103.080772,862818700
2011-02-28,132.820007,133.690002,130.350006,132.470001,103.189827,1054110800
2011-03-07,132.860001,133.160004,129.490005,130.839996,101.920128,1072125000
2011-03-14,129.990005,130.479996,125.279999,127.760002,99.520897,1547968900
2011-03-21,129.350006,131.869995,128.320007,131.300003,102.722748,746906900
2011-03-28,131.580002,133.770004,130.440002,133.149994,104.170105,661783400
2011-04-04,133.429993,134.000000,132.309998,132.860001,103.943230,660648900
2011-04-11,133.000000,133.449997,130.270004,132.039993,103.301689,775858900
2011-04-18,130.589996,133.839996,129.509995,133.779999,104.662994,627087300
2011-04-25,133.679993,136.570007,133.199997,136.429993,106.736183,595273300
2011-05-02,137.070007,137.179993,133.020004,134.199997,104.991570,897019400
2011-05-09,134.190002,136.110001,133.389999,134.039993,104.866394,751471200
2011-05-16,133.559998,135.029999,132.119995,133.610001,104.529984,771663900
2011-05-23,131.979996,133.869995,131.380005,133.509995,104.451714,752721600
2011-05-30,134.770004,134.919998,130.080002,130.419998,102.034286,832982500
2011-06-06,130.089996,130.360001,127.260002,127.599998,99.828064,939901900
2011-06-13,127.889999,129.770004,126.320000,127.050003,99.397743,1210445900
2011-06-20,126.620003,129.809998,126.190002,126.809998,99.701851,1089755100
2011-06-27,126.889999,134.100006,126.639999,133.919998,105.291908,1004464900
2011-07-04,133.779999,135.699997,133.110001,134.399994,105.669357,673832300
2011-07-11,132.750000,133.220001,130.679993,131.690002,103.538635,1060781500
2011-07-18,131.080002,134.820007,129.630005,134.580002,105.810875,871838100
2011-07-25,133.300003,134.490005,127.970001,129.330002,101.683159,1031930400
2011-08-01,130.839996,130.960007,116.860001,120.080002,94.410530,2219616500
2011-08-08,116.910004,120.120003,110.269997,118.120003,92.869514,2884411300
2011-08-15,119.190002,121.199997,112.500000,112.639999,88.560997,1732344500
2011-08-22,115.169998,119.400002,112.410004,117.970001,92.751595,1479958200
2011-08-29,119.559998,123.510002,117.430000,117.849998,92.657227,1244224400
2011-09-05,114.389999,120.940002,114.379997,115.919998,91.139786,1125697000
2011-09-12,114.470001,121.970001,114.050003,121.519997,95.542686,1509003200
2011-09-19,119.529999,121.989998,111.300003,113.540001,89.730415,1597854300
2011-09-26,114.610001,119.559998,112.980003,113.150002,89.422218,1445625600
2011-10-03,112.489998,117.250000,107.430000,115.709999,91.445366,1678881000
2011-10-10,117.680000,122.599998,117.669998,122.570000,96.866814,1145235600
2011-10-17,121.989998,124.120003,119.199997,123.970001,97.973228,1288845800
2011-10-24,124.169998,129.419998,122.209999,128.600006,101.632317,1379992900
2011-10-31,127.160004,128.619995,121.519997,125.480003,99.166565,1430006500
2011-11-07,125.389999,128.020004,122.860001,126.660004,100.099144,1180816400
2011-11-14,126.190002,127.449997,121.230003,121.980003,96.400528,1126550200
2011-11-21,120.199997,120.349998,116.199997,116.339996,91.943268,769992600
2011-11-28,119.540001,126.500000,118.820000,124.860001,98.676575,1132431500
2011-12-05,126.839996,127.260002,123.650002,126.050003,99.617043,1091882700
2011-12-12,124.949997,125.570000,121.300003,121.589996,96.092308,1119195300
2011-12-19,122.059998,126.430000,120.029999,126.389999,100.519241,815204600
2011-12-26,126.169998,126.820000,124.730003,125.500000,99.811401,424289000
2012-01-02,127.760002,128.380005,126.430000,127.709999,101.569008,642829400
2012-01-09,128.000000,129.699997,127.410004,128.839996,102.467728,625172800
2012-01-16,130.080002,131.949997,128.899994,131.949997,104.941162,560163500
2012-01-23,131.509995,133.399994,130.600006,131.820007,104.837791,751131900
2012-01-30,130.509995,134.619995,130.059998,134.539993,107.001007,744447200
2012-02-06,133.979996,135.589996,133.639999,134.360001,106.857849,699094400
2012-02-13,135.320007,136.630005,134.250000,136.410004,108.488235,792803700
2012-02-20,136.729996,137.199997,135.500000,136.929993,108.901825,501741000
2012-02-27,136.020004,138.190002,135.800003,137.309998,109.204033,726681300
2012-03-05,137.100006,137.929993,134.360001,137.570007,109.410805,726392800
2012-03-12,137.550003,140.779999,137.089996,140.300003,111.581978,751269600
2012-03-19,140.210007,141.279999,138.550003,139.649994,111.551788,625146900
2012-03-26,140.649994,141.830002,139.089996,140.809998,112.478378,689045100
2012-04-02,140.639999,142.210007,139.259995,139.789993,111.663612,591883200
2012-04-09,138.029999,139.839996,135.759995,137.139999,109.546799,840617400
2012-04-16,137.839996,139.360001,136.580002,137.949997,110.193840,761453400
2012-04-23,136.539993,140.789993,135.940002,140.389999,112.142891,726597900
2012-04-30,140.110001,141.660004,136.919998,137.000000,109.434975,712692400
2012-05-07,136.509995,137.559998,134.490005,135.610001,108.324638,865528500
2012-05-14,134.309998,135.610001,129.550003,129.740005,103.635712,1146413600
2012-05-21,130.160004,133.229996,129.949997,132.100006,105.520874,883173900
2012-05-28,133.160004,133.929993,128.160004,128.160004,102.373611,764680800
2012-06-04,128.389999,133.529999,127.139999,133.100006,106.319656,879586100
2012-06-11,134.169998,134.259995,131.160004,134.139999,107.150398,923971800
2012-06-18,133.580002,136.250000,132.330002,133.460007,107.159592,810496700
2012-06-25,132.050003,136.270004,130.850006,136.100006,109.279358,777590700
2012-07-02,136.479996,137.800003,134.850006,135.490005,108.789558,487344100
2012-07-09,135.380005,136.229996,132.600006,135.750000,108.998329,686624500
2012-07-16,135.440002,138.179993,134.550003,136.470001,109.576462,622487000
2012-07-23,134.470001,139.070007,133.029999,138.679993,111.350929,840929800
2012-07-30,138.520004,139.639999,135.580002,139.350006,111.888885,723033300
2012-08-06,139.720001,140.919998,139.559998,140.839996,113.085281,475710400
2012-08-13,140.600006,142.300003,140.039993,142.179993,114.161171,455720100
2012-08-20,141.979996,143.089996,140.220001,141.509995,113.623230,528027900
2012-08-27,141.889999,142.080002,140.190002,141.160004,113.342209,458457100
2012-09-03,141.039993,144.389999,140.130005,144.330002,115.887527,486431100
2012-09-10,144.190002,148.110001,143.460007,147.240005,118.224045,658106600
2012-09-17,146.940002,147.190002,145.630005,145.869995,117.124046,608820000
2012-09-24,145.149994,146.240005,142.949997,143.970001,116.215561,637875800
2012-10-01,144.520004,147.160004,143.830002,146.139999,117.967216,619770200
2012-10-08,145.600006,146.119995,142.580002,142.889999,115.343727,599319200
2012-10-15,143.229996,146.520004,142.770004,143.389999,115.747391,679092400
2012-10-22,143.149994,143.669998,140.389999,141.350006,114.100624,718295200
2012-10-29,141.850006,143.720001,140.679993,141.559998,114.270142,342136300
2012-11-05,141.350006,143.520004,137.550003,138.160004,111.525589,852323700
2012-11-12,138.589996,139.250000,134.699997,136.369995,110.080635,829813100
2012-11-19,137.899994,141.399994,136.410004,141.350006,114.100624,418423200
2012-11-26,140.649994,142.509995,139.000000,142.149994,114.746407,693511300
2012-12-03,142.800003,142.919998,140.369995,142.410004,114.956261,611416000
2012-12-10,142.210007,144.550003,141.880005,142.100006,114.706070,670707900
2012-12-17,142.470001,145.580002,141.940002,142.789993,115.263023,886267200
2012-12-24,142.479996,142.710007,139.869995,140.029999,113.836784,477549600
2012-12-31,139.660004,146.610001,139.539993,146.369995,118.990875,697573700
2013-01-07,145.850006,147.149994,144.979996,147.070007,119.559937,566665900
2013-01-14,146.889999,148.490005,146.199997,148.330002,120.584236,591328800
2013-01-21,148.330002,150.250000,147.979996,150.250000,122.145058,510031400
2013-01-28,150.289993,151.419998,149.509995,151.240005,122.949921,596648600
2013-02-04,150.320007,151.889999,149.429993,151.800003,123.405090,677372500
2013-02-11,151.740005,152.610001,151.389999,152.110001,123.657188,517551100
2013-02-18,152.369995,153.279999,149.940002,151.889999,123.478294,545293800
2013-02-25,152.630005,152.869995,148.729996,152.110001,123.657188,880703700
2013-03-04,151.759995,155.649994,151.520004,155.440002,126.364296,524491200
2013-03-11,155.320007,156.800003,155.130005,155.830002,126.681328,546984500
2013-03-18,154.339996,155.949997,153.589996,155.600006,127.056961,647799500
2013-03-25,156.009995,156.850006,154.350006,156.669998,127.930695,441062300
2013-04-01,156.589996,157.210007,153.770004,155.160004,126.697693,646416800
2013-04-08,155.270004,159.710007,154.750000,158.800003,129.669937,550706900
2013-04-15,158.000000,158.130005,153.550003,155.479996,126.958954,908872400
2013-04-22,155.779999,159.270004,154.750000,158.240005,129.212677,596455400
2013-04-29,158.669998,161.880005,158.100006,161.369995,131.768494,584067600
2013-05-06,161.490005,163.699997,161.419998,163.410004,133.434341,464602100
2013-05-13,163.199997,167.039993,162.820007,166.940002,136.316757,561277200
2013-05-20,166.779999,169.070007,163.940002,165.309998,134.985779,787545500
2013-05-27,167.039993,167.779999,163.130005,163.449997,133.466980,588687100
2013-06-03,163.830002,165.100006,160.250000,164.800003,134.569351,926323300
2013-06-10,165.309998,165.399994,161.300003,163.179993,133.246490,747319300
2013-06-17,164.289993,165.990005,157.470001,159.070007,129.890381,1050353400
2013-06-24,157.410004,161.820007,155.729996,160.419998,131.685913,809325800
2013-07-01,161.259995,163.080002,160.220001,163.020004,133.820251,484451800
2013-07-08,163.860001,167.929993,163.080002,167.509995,137.505905,588605500
2013-07-15,167.970001,169.270004,167.070007,169.169998,138.868683,458478400
2013-07-22,169.410004,169.860001,167.520004,169.110001,138.819321,492075500
2013-07-29,168.679993,170.970001,168.110001,170.949997,140.329803,508848400
2013-08-05,170.570007,170.960007,168.550003,169.309998,138.983521,420361400
2013-08-12,168.460007,169.899994,165.500000,165.830002,136.126831,513028500
2013-08-19,165.639999,166.830002,164.190002,166.619995,136.775360,537622800
2013-08-26,166.789993,167.300003,163.050003,163.649994,134.337357,610563900
2013-09-02,165.229996,166.979996,163.699997,166.039993,136.299225,462611500
2013-09-09,166.449997,169.559998,166.449997,169.330002,138.999985,443889200
2013-09-16,171.160004,173.600006,170.039993,170.720001,140.141037,671767100
2013-09-23,170.490005,170.649994,168.470001,168.910004,139.331009,504544800
2013-09-30,167.479996,169.500000,166.839996,168.889999,139.314529,658023000
2013-10-07,167.419998,170.320007,164.529999,170.259995,140.444611,744278000
2013-10-14,169.210007,174.509995,169.080002,174.389999,143.851410,696972000
2013-10-21,174.449997,176.000000,173.960007,175.949997,145.138214,500226000
2013-10-28,175.889999,177.509995,175.220001,176.210007,145.352692,588982000
2013-11-04,176.690002,177.639999,174.759995,177.289993,146.243546,552563000
2013-11-11,177.119995,180.119995,176.089996,180.050003,148.520279,456701000
2013-11-18,180.350006,180.830002,177.979996,180.809998,149.147125,497733000
2013-11-25,181.130005,181.750000,180.369995,181.000000,149.303909,281150900
2013-12-02,181.089996,181.429993,178.350006,180.940002,149.254395,573984000
2013-12-09,181.470001,181.669998,177.759995,178.110001,146.919952,505064000
2013-12-16,178.949997,181.990005,177.320007,181.559998,149.765823,754605200
2013-12-23,182.449997,184.179993,182.070007,183.850006,152.478149,256145800
2013-12-30,183.869995,184.690002,182.479996,182.889999,151.681961,344004400
2014-01-06,183.490005,184.220001,182.080002,184.139999,152.718643,483464500
2014-01-13,183.669998,184.940002,181.339996,183.639999,152.303940,533573200
2014-01-20,184.699997,184.770004,178.830002,178.889999,148.364487,491066100
2014-01-27,179.059998,179.809998,176.880005,178.179993,147.775620,821519600
2014-02-03,177.970001,179.869995,173.710007,179.679993,149.019669,887744800
2014-02-10,179.699997,184.360001,179.210007,184.020004,152.619156,501791200
2014-02-17,184.179993,184.949997,182.600006,183.889999,152.511261,430099700
2014-02-24,184.279999,187.149994,184.199997,186.289993,154.501801,574548900
2014-03-03,184.649994,188.960007,183.750000,188.259995,156.135635,620701300
2014-03-10,187.970001,188.710007,184.440002,184.660004,153.149963,587706600
2014-03-17,185.589996,189.020004,185.470001,186.199997,154.427139,656800400
2014-03-24,186.839996,187.339996,183.899994,185.490005,154.517273,589131000
2014-03-31,186.669998,189.699997,185.520004,186.399994,155.275314,514528000
2014-04-07,185.949997,187.169998,181.309998,181.509995,151.201828,693927000
2014-04-14,182.929993,186.910004,181.440002,186.389999,155.266953,499927000
2014-04-21,186.440002,188.399994,185.869995,186.289993,155.183655,416538000
2014-04-28,187.050003,189.139999,184.960007,188.059998,156.658157,511868000
2014-05-05,187.139999,189.050003,186.009995,187.960007,156.574829,445134000
2014-05-12,188.800003,190.419998,186.479996,188.050003,156.649780,478175000
2014-05-19,187.690002,190.479996,187.070007,190.350006,158.565765,387217800
2014-05-26,191.059998,192.800003,190.949997,192.679993,160.506699,279426000
2014-06-02,192.949997,195.429993,191.970001,195.380005,162.755859,356031000
2014-06-09,195.350006,196.050003,193.110001,194.130005,161.714539,379387000
2014-06-16,193.889999,196.600006,193.660004,195.940002,163.222321,464041000
2014-06-23,195.990005,196.500000,194.130005,195.820007,163.904022,405387100
2014-06-30,195.699997,198.289993,195.529999,198.199997,165.896118,266085000
2014-07-07,197.820007,197.979996,195.059998,196.610001,164.565262,406114000
2014-07-14,197.610001,198.259995,195.429993,197.710007,165.485992,519679400
2014-07-21,197.089996,199.059998,196.429993,197.720001,165.494324,334607000
2014-07-28,197.759995,198.449997,191.570007,192.500000,161.125122,626687000
2014-08-04,192.869995,194.300003,190.550003,193.240005,161.744492,591595000
2014-08-11,193.970001,196.649994,192.940002,195.720001,163.820267,414545000
2014-08-18,196.800003,199.759995,196.690002,199.190002,166.724747,351220000
2014-08-25,200.139999,200.820007,199.149994,200.710007,167.996994,283264000
2014-09-01,200.970001,201.580002,199.410004,201.110001,168.331833,317301000
2014-09-08,200.919998,201.210007,198.559998,199.130005,166.674545,404171700
2014-09-15,199.160004,201.899994,198.380005,200.699997,167.988647,560507000
2014-09-22,200.350006,200.380005,196.270004,197.899994,166.419250,598069000
2014-09-29,196.199997,198.300003,192.350006,196.520004,165.258850,683066000
2014-10-06,197.339996,197.600006,190.490005,190.539993,160.230072,871766000
2014-10-13,190.460007,191.149994,181.919998,188.470001,158.489380,1312517000
2014-10-20,188.130005,196.490005,188.070007,196.429993,165.183167,709653000
2014-10-27,195.729996,201.820007,195.029999,201.660004,169.581177,592480000
2014-11-03,201.919998,203.600006,200.059998,203.339996,170.993927,475281000
2014-11-10,203.380005,204.830002,203.130005,204.240005,171.750793,376714100
2014-11-17,203.850006,207.839996,203.649994,206.679993,173.802612,454049700
2014-11-24,207.169998,207.869995,206.800003,207.199997,174.239929,265047000
2014-12-01,206.399994,208.470001,205.380005,208.000000,174.912674,429769700
2014-12-08,207.520004,208.119995,200.850006,200.889999,168.933624,754967700
2014-12-15,201.979996,212.970001,197.860001,206.520004,173.668106,1206138200
2014-12-22,206.750000,208.850006,206.460007,208.440002,176.250092,370776900
2014-12-29,208.220001,208.970001,204.179993,205.429993,173.704926,404984400
2015-01-05,204.169998,206.419998,198.860001,204.250000,172.707169,809915800
2015-01-12,204.410004,205.479996,198.550003,201.630005,170.491791,940434000
2015-01-19,202.399994,206.259995,200.169998,204.970001,173.315964,545806600
2015-01-26,204.710007,205.559998,198.679993,199.449997,168.648468,765883700
2015-02-02,200.050003,207.240005,197.860001,205.550003,173.806442,645251800
2015-02-09,204.770004,209.839996,204.139999,209.779999,177.383194,465687300
2015-02-16,209.399994,211.330002,208.729996,211.240005,178.617691,389980000
2015-02-23,210.940002,212.240005,210.479996,210.660004,178.127289,400719000
2015-03-02,210.779999,212.059998,207.100006,207.500000,175.455276,577315400
2015-03-09,207.740005,208.789993,204.399994,205.830002,174.043213,613490300
2015-03-16,206.710007,211.270004,205.860001,210.410004,177.915833,755050500
2015-03-23,210.419998,211.110001,204.119995,205.740005,174.743607,581117700
2015-03-30,206.979996,208.610001,204.509995,206.440002,175.338150,447153600
2015-04-06,205.369995,210.089996,205.210007,210.039993,178.395767,443228200
